Place_Name,Address,City,Rating,Total_Rati,Latitude,Longitude,Type,Descriptio
Garden City Water Tower,"103 US-50 BUS, Garden City",Garden City,3.8,13,37.9754223,-100.8722267,"point_of_interest, establishment","Forget everything you know about water towers!  This one is special.   It's a tower.   With water IN IT!  The locals call it the ""water tower"".  Take the kids for a fun filled adventure.
(Make sure you take water off the day is hot - water isn't provided"
Hamilton County Historical,"102 N Gates St, Syracuse",Syracuse,4.3,3,37.9804503,-101.7514317,"museum, point_of_interest, establishment",
Stanton County Museum,"104 E Highland Ave, Johnson City",Johnson City,4.9,15,37.5633303,-101.7496836,"tourist_attraction, museum, point_of_interest, establishment","A small museum. Has lots of local history. It's not like a big city museum but I really enjoyed it!!! I love the local history and pics...etc. Kind of takes you back to another time! The girl there, attendant, was very nice! There was not a fee to get in"
Kearny County Museum,"111 S Buffalo St, Lakin",Lakin,4.7,13,37.9385003,-101.2566896,"museum, tourist_attraction, point_of_interest, establishment","Free exhibit of many items related to the origin and founding of the county. As well as exhibits of everyday life from the founding to the present. Pioneer life, bones of mammoths, native Americans, and local service people are just examples. So much to"
Grant County Museum,"300 E Oklahoma Ave, Ulysses",Ulysses,4.8,6,37.5769426,-101.3552174,"museum, tourist_attraction, point_of_interest, establishment","The people here know their history. I've seen buses from other towns taking their kids through the museum. It's a great experience for all ages. Well worth your time to stop in and take a look.

I personally was interested in the arrowhead and sharks tee"
Tommy Young Ranch,"2351 KS-27, Syracuse",Syracuse,0.0,0,38.019803,-101.753951,"point_of_interest, establishment",No description available
Historic Windsor Hotel,"419 N Main St, Garden City",Garden City,3.3,3,37.9685506,-100.8735898,"museum, point_of_interest, establishment","There are no tours until like May after we came from out of town. The person the phone number belongs to no longer works there but was helpful.
To get info and follow Hotel go to Finney County Preservation and Alliance- Windsor Hotel?Çª?Çª?ÇªFacebook pag"
Clint Lightner Field,"706 E Maple St, Garden City",Garden City,4.4,66,37.960144,-100.866711,"park, point_of_interest, establishment","Wonderful Historic Ballpark in Western Kansas, home of the Garden City Wind of the Pecos League"
Deerfield Texaco Service Station,"105 E 6th St, Deerfield",Deerfield,5.0,1,37.9796221,-101.1342162,"tourist_attraction, point_of_interest, establishment",The Deerfield Texaco Service Station was built in 1923 on the old US Highway 50. It looks great and seems to be in the process of getting restored. There?ÇÖs plenty of parking so you can get out of your car and stretch your legs and get a picture to comm
Garden City Monument Co,"116 W Fulton St, Garden City",Garden City,3.3,3,37.9656704,-100.8750291,"point_of_interest, establishment","Very disappointed in phone conversation when asking for assistance with purchasing a stone. The person I spoke to was not helpful whatsoever and didn?ÇÖt know anything about the stones on their web page, gave me 2 prices on a standard stones evidently no"
Father Padilla Cross and Historic Marker,"1192 Ave M, Lyons",Lyons,4.6,18,38.3475135,-98.2765413,"point_of_interest, establishment","A mile north of historic Cow Creek Crossing on the Santa Fe Trail along highway 56 west of Lyon, Kansas."
Barton County Historical Society,"85 US-281, Great Bend",Great Bend,4.7,53,38.3486362,-98.7659099,"museum, tourist_attraction, point_of_interest, establishment",It was a nice place to stop and have our lunch in the shade. So many neat things to see we'll definitely go back when we have more time!
Buffalo Bill's Well on the Santa Fe Trail,"12th Rd, Lyons",Lyons,4.0,14,38.3338561,-98.2756556,"point_of_interest, establishment","Unfortunately, the well is no more than a plate welded flush with the ground. It's a nice side trip off the main highway but there's nothing to see but a small sign with limited details. Wish there was more about the Santa Fe Trail crossing which was app"
Haystack Mound,"R3F9+VM, Brookville",Brookville,5.0,2,38.824631,-97.9308,"point_of_interest, establishment","Another ancient Native American spiritual mound. This one is a precise conical mound shaped like a stack of strewn hay, hence the name given to this West Saline County natural & artificially man-made by a previous indigenous culture that spanned this are"
Historic McPherson Sante Fe Depot,"400 N Chestnut St, McPherson",McPherson,4.4,5,38.3723454,-97.6711772,"point_of_interest, establishment",Cool Old Building. Atmosphere was nice. The Old man in Coveralls was a bit Handsy. The Taco were Yummy.
South Fork Spillman Creek Double Arch Bridge,"KS-181, Sylvan Grove",Sylvan Grove,4.6,14,39.1406647,-98.3966433,"point_of_interest, establishment","Cool, early century all local rock double arch bridge. Closed to traffic. Safe off-road parking on the north side.  Picnic gabezo and several historic information signs. Free."
Fry'sRuts,"2939-2941 Ave P, Little River",Little River,5.0,2,38.3020727,-97.9555163,"point_of_interest, establishment",
Twin Mounds,"R45X+W6, Brookville",Brookville,5.0,1,38.8098712,-97.8519902,"point_of_interest, establishment",
Twin Mounds,"VWH4+9R, Westfall",Westfall,4.2,5,38.8784851,-98.0928972,"point_of_interest, establishment",Cool to see but no one is saying the historical significance so I?ÇÖll ?Ç£google?Ç¥ it.
Lincoln County Kansas Historical Museum,"216 W Lincoln Ave, Lincoln",Lincoln,5.0,20,39.0403999,-98.1502255,"museum, point_of_interest, establishment","Entry is by donation: make sure to put some change in their bin and buy some things in the gift shop area.

They have SO MUCH STUFF. I wish they had the budget to make the displays some of these items deserve.
We recently bought a historic home in the ar"
Hans Hanson House,"211 5th St, Marquette",Marquette,5.0,1,38.5567074,-97.8318844,"point_of_interest, establishment",
Hoglund Dugout,Lindsborg,Lindsborg,4.0,28,38.5757608,-97.7025198,"point_of_interest, establishment","Yes, this is difficult to find. But not impossible. This is an incredible moment in history captured. I was awestruck."
McPherson Globe Refiners Statue,"122 E Marlin St, McPherson",McPherson,5.0,2,38.3703285,-97.6656105,"point_of_interest, establishment",Interesting monument in memory of the 1936 gold medal winning U.S. basketball team
Coronado Heights Castle,"Walking Trail, Falun",Falun,4.7,1488,38.6129915,-97.7032171,"tourist_attraction, point_of_interest, establishment","Very cool spot to visit. Was looking for interesting spots not super far off I-70 on my way to Colorado and this was a very good choice.

Amazing views, at least for midwest standards. 10 little cook pits? Ring the area with big stone fireplaces and tabl"
"Little Arkansas Crossing, Santa Fe Trail",Windom,Windom,5.0,1,38.3048582,-97.9374601,"point_of_interest, establishment",
Fossett Plaza,"2035 Beechcraft Rd, Salina",Salina,5.0,7,38.7948981,-97.6420682,"point_of_interest, establishment","If you're an avation buff or want a great place to relax, this is a nice little area to check out. A nice monument showing the historic flight of Steve Fosset around the world in February of 2005. There are plenty of benches for sitting near the tarmac."
White Cross Hill,Smolan,Smolan,3.7,3,38.6669565,-97.691632,"point_of_interest, establishment",Why is this even listed. It?ÇÖs private property and not open for access.
1886 Stage Coach Mile Marker,Ellsworth,Ellsworth,5.0,1,38.7462563,-98.262562,"point_of_interest, establishment","This is a great piece of history that people really don?ÇÖt even consider anymore. If you?ÇÖre in town, definitely worth a short drive to experience road travel & ?Ç£technology?Ç¥ during the 1800?ÇÖs."
Sunflower Coal,"415 27th St, Wilson",Wilson,4.0,3,38.8249243,-98.474255,"point_of_interest, establishment","If you?ÇÖre into decaying symbols of a bygone time, this?ÇÖll be a good stop for you.  My kids and I got a kick out of walking along the railroads, imagining what might have come and gone around the Sunflower Coal buildings. Not to mention, the wide-open"
Hodgen House Museum Complex,"104 S Main St, Ellsworth",Ellsworth,4.5,29,38.7282831,-98.2326711,"museum, tourist_attraction, point_of_interest, establishment","This museum was one complete surprise. I've walked the land around it and discovered all about why Ellsworth was a wicked town. The gun slingers, the cowboys, and even the ladies that kept them entertained. But once I stepped foot in the buildings and al"
Ford County Historical Society,"310 Gunsmoke St, Dodge City",Dodge City,4.8,6,37.7538328,-100.0198411,"museum, point_of_interest, establishment","Great place to visit! They even have a few photo op cars, so take the kids. We showed up at closing, and were not run off. Owner even talked to us and answered any and all questions regarding the racecars."
1139 Steam Engine,Dodge City,Dodge City,4.8,14,37.7530206,-100.022025,"point_of_interest, establishment","Dodge City is not the wild wild West town of yore, but a place full of museums, statues and entertainment.  We just dipped our toes in and can?ÇÖt wait to go back to really get to know the place."
Kinsley Halfway Sign,Kinsley,Kinsley,4.5,22,37.9173024,-99.423125,"point_of_interest, establishment","This was a great stop off during a long road trip.  There is a small museum, a few outdoor exhibits, and of course the Half Way sign.  Parking is a breeze, it won't take you very long to see everything, but it's one of those places you will be glad you s"
Kansas Historical Marker Beersheba,"State Route 156 &, KS-23, Garfield Township",Garfield Township,5.0,1,38.059365,-100.4617625,"point_of_interest, establishment",
Historic Sundials,"201 E Wyatt Earp Blvd, Dodge City",Dodge City,4.5,2,37.7523595,-100.0151388,"point_of_interest, establishment","Large Sundial 'hidden' behind the old railroad depot. A pair of them as tall as a flagpole, labeled by timezone."
Doc Holliday Statue,"488 W Wyatt Earp Blvd, Dodge City",Dodge City,4.7,43,37.7529127,-100.0213203,"tourist_attraction, point_of_interest, establishment","Great stop to see the statues , train , Boot Hill . Fun fun fun !"
Edwards County Historical Museum and Sod House,Kinsley,Kinsley,4.6,120,37.9177363,-99.4221397,"museum, tourist_attraction, point_of_interest, establishment",To see the sod house up close and in person was amazing ! The historic society lady was super nice and super helpful with knowledge of historic places and explaining the sod house . There is so many things to see !! From artifacts to a petrified mammoth
